,Date
9713,2021-09-18
9714,2021-09-18
9715,2021-09-18
9716,2021-09-18
9717,2021-09-17
9718,2021-09-17
9719,2021-09-17
9720,2021-09-17
9721,2021-09-17
9722,2021-09-17
9723,2021-09-17
9724,2021-09-17
9725,2021-09-17
9726,2021-09-17
9727,2021-09-17
9728,2021-09-17
9729,2021-09-17
9730,2021-09-17
9731,2021-09-17
9732,2021-09-17
9733,2021-09-17
9734,2021-09-17
9735,2021-09-17
9736,2021-09-17
9737,2021-09-17
9738,2021-09-17
9739,2021-09-17
9740,2021-09-17
9741,2021-09-17
9742,2021-09-16
9743,2021-09-16
9744,2021-09-16
9745,2021-09-16
9746,2021-09-16
9747,2021-09-16
9748,2021-09-16
9749,2021-09-16
9750,2021-09-16
9751,2021-09-16
9752,2021-09-16
9753,2021-09-16
9754,2021-09-16
9755,2021-09-16
9756,2021-09-16
9757,2021-09-16
9758,2021-09-16
9759,2021-09-16
9760,2021-09-16
9761,2021-09-16
9762,2021-09-16
9763,2021-09-16
9764,2021-09-16
9765,2021-09-16
9766,2021-09-16
9767,2021-09-16
9768,2021-09-16
9769,2021-09-16
9770,2021-09-16
9771,2021-09-16
9772,2021-09-16
9773,2021-09-16
9774,2021-09-16
9775,2021-09-16
9776,2021-09-16
9777,2021-09-16
9778,2021-09-16
9779,2021-09-16
9780,2021-09-16
9781,2021-09-16
9782,2021-09-16
9783,2021-09-16
9784,2021-09-16
9785,2021-09-16
9786,2021-09-16
9787,2021-09-16
9788,2021-09-16
9789,2021-09-16
9790,2021-09-16
9791,2021-09-16
9792,2021-09-16
9793,2021-09-16
9794,2021-09-16
9795,2021-09-16
9796,2021-09-15
9797,2021-09-15
9798,2021-09-15
9799,2021-09-15
9800,2021-09-15
9801,2021-09-15
9802,2021-09-15
9803,2021-09-15
9804,2021-09-15
9805,2021-09-15
9806,2021-09-15
9807,2021-09-15
9808,2021-09-15
9809,2021-09-15
9810,2021-09-15
9811,2021-09-15
9812,2021-09-15
9813,2021-09-15
9814,2021-09-15
9815,2021-09-15
9816,2021-09-15
9817,2021-09-15
9818,2021-09-15
9819,2021-09-15
9820,2021-09-15
9821,2021-09-15
9822,2021-09-15
9823,2021-09-15
9824,2021-09-15
9825,2021-09-15
9826,2021-09-15
9827,2021-09-15
9828,2021-09-15
9829,2021-09-15
9830,2021-09-15
9831,2021-09-15
9832,2021-09-15
9833,2021-09-15
9834,2021-09-15
9835,2021-09-15
9836,2021-09-15
9837,2021-09-15
9838,2021-09-15
9839,2021-09-15
9840,2021-09-15
9841,2021-09-15
9842,2021-09-15
9843,2021-09-15
9844,2021-09-15
9845,2021-09-15
9846,2021-09-15
9847,2021-09-15
9848,2021-09-15
9849,2021-09-15
9850,2021-09-14
9851,2021-09-14
9852,2021-09-14
9853,2021-09-14
9854,2021-09-14
9855,2021-09-14
9856,2021-09-14
9857,2021-09-14
9858,2021-09-14
9859,2021-09-14
9860,2021-09-14
9861,2021-09-14
9862,2021-09-14
9863,2021-09-14
9864,2021-09-14
9865,2021-09-14
9866,2021-09-14
9867,2021-09-14
9868,2021-09-14
9869,2021-09-14
9870,2021-09-14
9871,2021-09-14
9872,2021-09-14
9873,2021-09-14
9874,2021-09-14
9875,2021-09-13
9876,2021-09-13
9877,2021-09-13
9878,2021-09-13
9879,2021-09-13
9880,2021-09-13
9881,2021-09-13
9882,2021-09-13
9883,2021-09-13
9884,2021-09-13
9885,2021-09-13
9886,2021-09-13
9887,2021-09-13
9888,2021-09-13
9889,2021-09-12
9890,2021-09-12
9891,2021-09-12
9892,2021-09-12
9893,2021-09-12
9894,2021-09-12
9895,2021-09-12
9896,2021-09-12
9897,2021-09-12
9898,2021-09-12
9899,2021-09-12
9900,2021-09-12
9901,2021-09-12
9902,2021-09-12
9903,2021-09-12
9904,2021-09-12
9905,2021-09-12
9906,2021-09-12
9907,2021-09-12
9908,2021-09-12
9909,2021-09-12
9910,2021-09-11
9911,2021-09-11
9912,2021-09-11
9913,2021-09-11
9914,2021-09-11
9915,2021-09-11
9916,2021-09-11
9917,2021-09-11
9918,2021-09-11
9919,2021-09-11
9920,2021-09-11
9921,2021-09-11
9922,2021-09-11
9923,2021-09-11
9924,2021-09-11
9925,2021-09-11
9926,2021-09-11
9927,2021-09-11
9928,2021-09-11
9929,2021-09-11
9930,2021-09-11
9931,2021-09-11
9932,2021-09-11
9933,2021-09-11
9934,2021-09-11
9935,2021-09-11
9936,2021-09-11
9937,2021-09-11
9938,2021-09-11
9939,2021-09-11
9940,2021-09-10
9941,2021-09-10
9942,2021-09-10
9943,2021-09-10
9944,2021-09-10
9945,2021-09-10
9946,2021-09-10
9947,2021-09-10
9948,2021-09-10
9949,2021-09-10
9950,2021-09-10
9951,2021-09-10
9952,2021-09-10
9953,2021-09-10
9954,2021-09-10
9955,2021-09-10
9956,2021-09-10
9957,2021-09-10
9958,2021-09-10
9959,2021-09-10
9960,2021-09-10
9961,2021-09-10
9962,2021-09-10
9963,2021-09-10
9964,2021-09-10
9965,2021-09-10
9966,2021-09-10
9967,2021-09-10
9968,2021-09-10
9969,2021-09-10
9970,2021-09-10
9971,2021-09-10
9972,2021-09-10
9973,2021-09-10
9974,2021-09-10
9975,2021-09-10
9976,2021-09-10
9977,2021-09-10
9978,2021-09-10
9979,2021-09-10
9980,2021-09-10
9981,2021-09-10
9982,2021-09-09
9983,2021-09-09
9984,2021-09-09
9985,2021-09-09
9986,2021-09-09
9987,2021-09-09
9988,2021-09-09
9989,2021-09-09
9990,2021-09-09
9991,2021-09-09
9992,2021-09-09
9993,2021-09-09
9994,2021-09-09
9995,2021-09-09
9996,2021-09-09
9997,2021-09-09
9998,2021-09-09
9999,2021-09-09
10000,2022-07-27
10001,2022-07-26
10002,2022-05-29
10003,2022-05-29
10004,2022-05-17
10005,2022-04-08
10006,2022-09-28
10007,2022-08-17
10008,2022-08-24
10009,2022-08-17
10010,2022-05-19
10011,2022-05-18
10012,2022-05-18
10013,2022-05-17
10014,2022-05-16
10015,2022-05-15
10016,2022-05-15
10017,2022-05-14
10018,2022-04-24
10019,2022-04-06
10020,2022-09-10
10021,2022-09-08
10022,2022-08-29
10023,2022-08-29
10024,2022-08-18
10025,2022-08-16
10026,2022-08-16
10027,2022-08-16
10028,2022-08-12
10029,2022-08-03
10030,2022-08-02
10031,2022-07-28
10032,2022-07-23
10033,2022-07-07
10034,2022-07-02
10035,2022-05-14
10036,2022-03-04
10037,2022-02-22
10038,2021-07-01
10039,2022-09-27
10040,2022-09-26
10041,2022-09-26
10042,2022-09-21
10043,2022-09-10
10044,2022-08-08
10045,2022-08-02
10046,2022-07-09
10047,2022-07-02
10048,2022-07-01
10049,2022-06-26
10050,2022-06-12
10051,2022-06-10
10052,2022-06-07
10053,2022-06-07
10054,2022-06-04
10055,2022-06-04
10056,2022-06-03
10057,2022-06-01
10058,2022-05-26
10059,2022-05-23
10060,2022-05-20
10061,2022-05-19
10062,2022-05-18
10063,2022-05-18
10064,2022-05-18
10065,2022-05-18
10066,2022-05-18
10067,2022-05-17
10068,2022-05-17
10069,2022-05-17
10070,2022-05-16
10071,2022-05-15
10072,2022-05-14
10073,2022-05-14
10074,2022-05-12
10075,2022-05-10
10076,2022-05-07
10077,2022-05-07
10078,2022-05-07
10079,2022-05-06
10080,2022-04-16
10081,2022-04-04
10082,2021-11-29
10083,2021-11-04
10084,2021-06-28
10085,2021-06-14
10086,2021-05-15
10087,2022-09-27
10088,2022-09-26
10089,2022-09-23
10090,2022-09-16
10091,2022-09-12
10092,2022-09-07
10093,2022-09-04
10094,2022-08-21
10095,2022-08-18
10096,2022-08-09
10097,2022-08-06
10098,2022-08-06
10099,2022-08-04
10100,2022-08-02
10101,2022-08-02
10102,2022-08-02
10103,2022-07-25
10104,2022-07-23
10105,2022-07-15
10106,2022-07-15
10107,2022-07-12
10108,2022-07-08
10109,2022-07-03
10110,2022-06-30
10111,2022-06-22
10112,2022-06-18
10113,2022-05-26
10114,2022-05-15
10115,2022-05-13
10116,2022-05-12
10117,2022-05-07
10118,2022-04-09
10119,2022-04-08
10120,2022-04-07
10121,2022-04-06
10122,2022-03-25
10123,2022-03-22
10124,2022-03-22
10125,2022-03-03
10126,2022-01-27
10127,2022-01-26
10128,2022-01-24
10129,2022-01-22
10130,2022-01-13
10131,2022-01-12
10132,2021-12-09
10133,2021-09-25
10134,2021-09-18
10135,2022-09-28
10136,2022-09-27
10137,2022-09-27
10138,2022-09-26
10139,2022-09-26
10140,2022-08-31
10141,2022-08-19
10142,2022-08-19
10143,2022-08-19
10144,2022-08-11
10145,2022-07-28
10146,2022-07-25
10147,2022-07-15
10148,2022-07-04
10149,2022-06-18
10150,2022-06-15
10151,2022-06-14
10152,2022-06-10
10153,2022-06-03
10154,2022-06-02
10155,2022-05-20
10156,2022-05-13
10157,2022-05-09
10158,2022-05-05
10159,2022-05-03
10160,2022-05-02
10161,2022-05-02
10162,2022-04-29
10163,2022-04-27
10164,2022-04-25
10165,2022-04-16
10166,2022-04-14
10167,2022-04-12
10168,2022-04-09
10169,2022-04-08
10170,2022-04-08
10171,2022-04-08
10172,2022-04-07
10173,2022-04-02
10174,2022-04-02
10175,2022-04-01
10176,2022-03-01
10177,2022-03-01
10178,2022-02-28
10179,2022-02-24
10180,2022-02-01
10181,2022-01-27
10182,2022-01-23
10183,2022-01-21
10184,2022-01-20
10185,2021-12-17
10186,2021-11-08
10187,2021-10-28
10188,2021-10-26
10189,2021-10-24
10190,2021-10-02
10191,2021-08-26
10192,2020-11-02
10193,2020-10-21
10194,2022-09-27
10195,2022-08-09
10196,2022-08-06
10197,2022-08-05
10198,2022-08-05
10199,2022-07-30
10200,2022-07-27
10201,2022-07-15
10202,2022-07-11
10203,2022-07-09
10204,2022-07-08
10205,2022-07-04
10206,2022-05-28
10207,2022-05-23
10208,2022-05-12
10209,2022-05-11
10210,2022-05-06
10211,2022-05-02
10212,2022-04-06
10213,2022-04-03
10214,2022-04-02
10215,2022-03-31
10216,2022-03-27
10217,2022-03-18
10218,2022-03-05
10219,2022-03-03
10220,2022-02-24
10221,2022-02-23
10222,2022-02-23
10223,2022-02-22
10224,2022-02-12
10225,2022-02-10
10226,2022-01-30
10227,2022-01-24
10228,2022-01-15
10229,2022-01-11
10230,2022-01-10
10231,2022-01-05
10232,2022-01-04
10233,2021-12-15
10234,2021-12-03
10235,2021-10-30
10236,2021-09-18
10237,2021-09-09
10238,2021-09-06
10239,2021-09-03
10240,2021-09-03
10241,2021-09-03
10242,2021-08-31
10243,2021-08-24
10244,2021-08-23
10245,2021-08-21
10246,2021-08-21
10247,2021-08-13
10248,2021-07-30
10249,2021-07-25
10250,2021-07-24
10251,2021-07-06
10252,2021-03-19
10253,2021-01-05
10254,2020-08-27
10255,2020-08-19
10256,2022-09-24
10257,2022-09-20
10258,2022-09-11
10259,2022-09-04
10260,2022-08-28
10261,2022-08-23
10262,2022-08-20
10263,2022-08-13
10264,2022-07-28
10265,2022-07-21
10266,2022-07-17
10267,2022-07-15
10268,2022-06-27
10269,2022-06-16
10270,2022-06-12
10271,2022-05-30
10272,2022-05-22
10273,2022-05-20
10274,2022-05-11
10275,2022-05-07
10276,2022-05-02
10277,2022-04-10
10278,2022-04-03
10279,2022-03-27
10280,2022-03-17
10281,2022-03-09
10282,2022-03-09
10283,2022-03-07
10284,2022-02-26
10285,2022-02-23
10286,2022-02-21
10287,2022-01-19
10288,2022-01-06
10289,2021-12-25
10290,2021-12-17
10291,2021-12-16
10292,2021-12-11
10293,2021-12-10
10294,2021-12-10
10295,2021-12-08
10296,2021-12-03
10297,2021-11-22
10298,2021-11-22
10299,2021-11-16
10300,2021-11-15
10301,2021-11-09
10302,2021-11-02
10303,2021-10-31
10304,2021-10-30
10305,2021-10-28
10306,2021-10-27
10307,2021-10-24
10308,2021-10-19
10309,2021-10-16
10310,2021-10-04
10311,2021-10-02
10312,2021-10-01
10313,2021-09-26
10314,2021-09-16
10315,2021-09-13
10316,2021-09-03
10317,2021-08-26
10318,2021-08-21
10319,2021-08-07
10320,2021-08-04
10321,2021-07-01
10322,2021-06-07
10323,2021-05-20
10324,2021-05-17
10325,2021-05-08
10326,2021-05-07
10327,2021-04-19
10328,2021-04-10
10329,2021-04-09
10330,2020-11-05
10331,2022-09-28
10332,2022-09-27
10333,2022-09-27
10334,2022-09-27
10335,2022-09-26
10336,2022-09-26
10337,2022-09-16
10338,2022-09-16
10339,2022-09-03
10340,2022-09-01
10341,2022-09-01
10342,2022-08-27
10343,2022-08-24
10344,2022-08-23
10345,2022-08-20
10346,2022-08-20
10347,2022-08-16
10348,2022-08-14
10349,2022-08-10
10350,2022-08-09
10351,2022-08-04
10352,2022-08-04
10353,2022-08-03
10354,2022-08-01
10355,2022-07-29
10356,2022-07-28
10357,2022-07-12
10358,2022-07-03
10359,2022-07-02
10360,2022-07-02
10361,2022-07-02
10362,2022-06-26
10363,2022-06-14
10364,2022-06-13
10365,2022-05-30
10366,2022-05-25
10367,2022-05-21
10368,2022-05-21
10369,2022-05-13
10370,2022-05-11
10371,2022-05-10
10372,2022-05-04
10373,2022-04-29
10374,2022-04-27
10375,2022-04-24
10376,2022-04-22
10377,2022-04-22
10378,2022-04-21
10379,2022-04-12
10380,2022-04-09
10381,2022-04-07
10382,2022-03-28
10383,2022-03-10
10384,2022-03-07
10385,2022-03-06
10386,2022-02-25
10387,2022-02-25
10388,2021-12-14
10389,2021-12-04
10390,2021-11-02
10391,2021-10-21
10392,2021-10-20
10393,2021-10-18
10394,2021-10-04
10395,2021-09-27
10396,2021-09-27
10397,2021-09-24
10398,2021-09-23
10399,2021-09-23
10400,2021-09-22
10401,2021-09-17
10402,2021-09-15
10403,2021-09-14
10404,2021-09-12
10405,2021-09-10
10406,2021-09-09
10407,2021-09-06
10408,2021-09-05
10409,2021-09-03
10410,2021-09-02
10411,2021-09-01
10412,2021-08-29
10413,2021-08-26
10414,2021-08-26
10415,2021-08-18
10416,2021-08-16
10417,2021-08-16
10418,2021-08-14
10419,2021-08-12
10420,2021-08-11
10421,2021-08-08
10422,2021-08-08
10423,2021-08-06
10424,2021-08-06
10425,2021-08-06
10426,2021-08-04
10427,2021-08-03
10428,2021-08-03
10429,2021-07-31
10430,2021-07-30
10431,2021-07-30
10432,2021-07-28
10433,2021-07-24
10434,2021-07-23
10435,2021-07-23
10436,2021-07-23
10437,2021-07-22
10438,2021-07-19
10439,2021-07-16
10440,2021-07-15
10441,2021-07-13
10442,2021-07-13
10443,2021-07-08
10444,2021-07-07
10445,2021-07-05
10446,2021-07-04
10447,2021-07-01
10448,2021-06-26
10449,2021-06-17
10450,2021-06-14
10451,2021-06-11
10452,2021-06-03
10453,2021-06-01
10454,2021-05-03
10455,2021-03-07
10456,2021-03-04
10457,2021-03-02
10458,2021-03-02
10459,2021-02-25
10460,2021-02-21
10461,2021-02-20
10462,2021-02-10
10463,2021-02-09
10464,2021-02-03
10465,2021-01-19
10466,2021-01-18
10467,2021-01-13
10468,2021-01-12
10469,2021-01-07
10470,2020-11-24
10471,2020-09-07
10472,2022-08-11
10473,2022-08-09
10474,2022-06-30
10475,2022-06-19
10476,2022-06-18
10477,2022-06-16
10478,2022-06-14
10479,2022-06-12
10480,2022-06-05
10481,2022-06-05
10482,2022-06-03
10483,2022-06-02
10484,2022-05-25
10485,2022-05-25
10486,2022-05-24
10487,2022-05-23
10488,2022-05-13
10489,2022-05-13
10490,2022-05-12
10491,2022-05-09
10492,2022-05-05
10493,2022-05-04
10494,2022-05-03
10495,2022-05-02
10496,2022-05-02
10497,2022-04-21
10498,2022-04-21
10499,2022-04-21
10500,2022-04-19
10501,2022-04-16
10502,2022-04-15
10503,2022-04-09
10504,2022-04-09
10505,2022-04-07
10506,2022-04-04
10507,2022-03-31
10508,2022-03-24
10509,2022-03-17
10510,2022-03-15
10511,2022-03-11
10512,2022-03-09
10513,2022-03-02
10514,2022-02-28
10515,2022-02-28
10516,2022-02-25
10517,2022-02-22
10518,2022-01-26
10519,2022-01-23
10520,2021-12-22
10521,2021-12-19
10522,2021-10-30
10523,2021-10-28
10524,2021-09-07
10525,2021-09-05
10526,2021-09-02
10527,2021-08-29
10528,2021-08-28
10529,2021-08-26
10530,2021-08-24
10531,2021-08-15
10532,2021-08-07
10533,2021-08-04
10534,2021-08-03
10535,2021-08-02
10536,2021-07-29
10537,2021-07-07
10538,2021-07-05
10539,2021-06-30
10540,2021-06-29
10541,2021-06-29
10542,2021-06-28
10543,2021-06-26
10544,2021-06-26
10545,2021-06-25
10546,2021-06-24
10547,2021-06-23
10548,2021-06-15
10549,2021-06-15
10550,2021-06-13
10551,2021-06-12
10552,2021-06-11
10553,2021-06-10
10554,2021-06-08
10555,2021-06-03
10556,2021-06-03
10557,2021-05-30
10558,2021-05-25
10559,2021-05-21
10560,2021-05-18
10561,2021-05-16
10562,2021-05-16
10563,2021-05-15
10564,2021-05-10
10565,2021-05-06
10566,2021-05-06
10567,2021-05-03
10568,2021-05-03
10569,2021-04-28
10570,2021-04-25
10571,2021-04-20
10572,2021-04-20
10573,2021-04-18
10574,2021-04-15
10575,2021-04-10
10576,2021-04-09
10577,2021-04-06
10578,2021-04-05
10579,2021-04-04
10580,2021-04-04
10581,2021-04-04
10582,2021-04-03
10583,2021-02-22
10584,2021-02-18
10585,2021-01-19
10586,2021-01-14
10587,2021-01-06
10588,2020-12-24
10589,2020-12-22
10590,2020-12-20
10591,2020-12-10
10592,2020-12-04
10593,2020-12-04
10594,2020-11-18
10595,2020-11-12
10596,2020-10-31
10597,2020-10-31
10598,2020-10-30
10599,2020-10-30
10600,2020-10-26
10601,2020-10-25
10602,2020-10-17
10603,2020-10-16
10604,2020-10-13
10605,2020-10-12
10606,2020-10-08
10607,2019-11-23
10608,2022-03-31
10609,2022-03-25
10610,2022-03-24
10611,2022-03-18
10612,2022-03-13
10613,2022-03-08
10614,2022-03-08
10615,2022-03-07
10616,2022-03-04
10617,2022-03-02
10618,2022-03-01
10619,2022-02-27
10620,2022-02-26
10621,2022-02-25
10622,2022-02-24
10623,2022-02-24
10624,2022-02-23
10625,2022-02-23
10626,2022-02-23
10627,2022-02-22
10628,2022-02-22
10629,2022-02-16
10630,2022-02-09
10631,2022-02-08
10632,2022-02-04
10633,2022-01-30
10634,2022-01-24
10635,2022-01-22
10636,2022-01-21
10637,2022-01-13
10638,2022-01-05
10639,2021-12-09
10640,2021-12-01
10641,2021-12-01
10642,2021-11-30
10643,2021-11-30
10644,2021-11-17
10645,2021-11-04
10646,2021-11-01
10647,2021-10-31
10648,2021-10-19
10649,2021-10-16
10650,2021-10-16
10651,2021-10-02
10652,2021-09-24
10653,2021-08-26
10654,2021-08-25
10655,2021-08-19
10656,2021-08-15
10657,2021-08-09
10658,2021-08-06
10659,2021-08-05
10660,2021-07-29
10661,2021-07-19
10662,2021-07-13
10663,2021-07-06
10664,2021-07-02
10665,2021-06-29
10666,2021-06-21
10667,2021-06-19
10668,2021-06-12
10669,2021-06-11
10670,2021-06-08
10671,2021-05-24
10672,2021-05-21
10673,2021-05-05
10674,2021-05-03
10675,2021-05-02
10676,2021-04-28
10677,2021-03-27
10678,2021-03-27
10679,2021-03-26
10680,2021-03-25
10681,2021-03-25
10682,2021-03-23
10683,2021-03-23
10684,2021-03-21
10685,2021-03-19
10686,2021-03-18
10687,2021-03-14
10688,2021-03-13
10689,2021-03-10
10690,2021-03-07
10691,2021-03-06
10692,2021-02-26
10693,2021-02-26
10694,2021-02-23
10695,2021-02-23
10696,2021-02-21
10697,2021-02-21
10698,2021-02-17
10699,2021-02-17
10700,2021-02-16
10701,2021-02-14
10702,2021-02-12
10703,2021-02-08
10704,2021-02-03
10705,2021-01-29
10706,2021-01-28
10707,2021-01-27
10708,2021-01-26
10709,2021-01-25
10710,2021-01-22
10711,2021-01-21
10712,2021-01-19
10713,2021-01-19
10714,2021-01-15
10715,2021-01-10
10716,2021-01-07
10717,2021-01-07
10718,2021-01-07
10719,2021-01-07
10720,2021-01-02
10721,2021-01-02
10722,2021-01-01
10723,2020-12-18
10724,2020-12-17
10725,2020-12-07
10726,2020-12-06
10727,2020-11-26
10728,2020-11-25
10729,2020-11-17
10730,2020-11-11
10731,2020-11-01
10732,2020-10-29
10733,2020-10-21
10734,2020-10-11
10735,2020-10-05
10736,2020-09-30
10737,2020-09-26
10738,2020-09-11
10739,2020-09-10
10740,2020-09-07
10741,2020-09-06
10742,2020-09-04
10743,2020-09-01
10744,2020-08-27
10745,2020-08-18
10746,2020-08-06
10747,2020-07-31
10748,2020-07-24
10749,2020-07-06
10750,2020-07-04
10751,2020-07-02
10752,2020-06-25
10753,2020-02-01
10754,2019-08-08
10755,2021-12-10
10756,2021-12-09
10757,2021-12-08
10758,2021-12-08
10759,2021-12-08
10760,2021-12-03
10761,2021-12-01
10762,2021-11-11
10763,2021-11-08
10764,2021-11-05
10765,2021-11-03
10766,2021-11-01
10767,2021-11-01
10768,2021-10-27
10769,2021-10-27
10770,2021-10-18
10771,2021-10-17
10772,2021-10-16
10773,2021-10-15
10774,2021-10-12
10775,2021-10-06
10776,2021-09-23
10777,2021-09-23
10778,2021-09-10
10779,2021-09-05
10780,2021-09-04
10781,2021-09-01
10782,2021-08-25
10783,2021-08-23
10784,2021-08-18
10785,2021-08-18
10786,2021-08-18
10787,2021-08-17
10788,2021-08-17
10789,2021-08-16
10790,2021-08-12
10791,2021-08-12
10792,2021-08-10
10793,2021-08-07
10794,2021-08-05
10795,2021-07-28
10796,2021-07-20
10797,2021-07-18
10798,2021-07-15
10799,2021-07-08
10800,2021-07-06
10801,2021-07-04
10802,2021-06-28
10803,2021-06-17
10804,2021-06-16
10805,2021-06-14
10806,2021-06-12
10807,2021-06-12
10808,2021-06-05
10809,2021-05-15
10810,2021-05-09
10811,2021-05-08
10812,2021-05-04
10813,2021-04-23
10814,2021-04-19
10815,2021-04-19
10816,2021-04-17
10817,2021-04-15
10818,2021-03-23
10819,2021-03-21
10820,2021-03-12
10821,2021-03-07
10822,2021-03-04
10823,2021-03-01
10824,2021-02-25
10825,2021-02-25
10826,2021-02-19
10827,2021-02-19
10828,2021-02-16
10829,2021-02-11
10830,2021-02-07
10831,2021-02-06
10832,2021-01-21
10833,2021-01-19
10834,2021-01-19
10835,2021-01-19
10836,2021-01-16
10837,2021-01-10
10838,2021-01-08
10839,2021-01-07
10840,2021-01-05
10841,2021-01-04
10842,2021-01-03
10843,2020-12-30
10844,2020-12-28
10845,2020-12-28
10846,2020-12-26
10847,2020-12-26
10848,2020-12-25
10849,2020-12-23
10850,2020-12-21
10851,2020-12-20
10852,2020-12-19
10853,2020-12-19
10854,2020-12-15
10855,2020-12-14
10856,2020-12-14
10857,2020-12-12
10858,2020-12-12
10859,2020-12-10
10860,2020-12-09
10861,2020-12-09
10862,2020-12-07
10863,2020-12-06
10864,2020-12-06
10865,2020-12-06
10866,2020-12-04
10867,2020-12-04
10868,2020-12-03
10869,2020-12-02
10870,2020-12-01
10871,2020-11-28
10872,2020-11-25
10873,2020-11-24
10874,2020-11-24
10875,2020-11-24
10876,2020-11-23
10877,2020-11-19
10878,2020-11-19
10879,2020-11-19
10880,2020-11-19
10881,2020-11-17
10882,2020-11-17
10883,2020-11-11
10884,2020-11-08
10885,2020-11-06
10886,2020-11-05
10887,2020-11-04
10888,2020-11-03
10889,2020-11-02
10890,2020-10-30
10891,2020-10-30
10892,2020-10-26
10893,2020-10-24
10894,2020-10-19
10895,2020-10-19
10896,2020-10-19
10897,2020-10-19
10898,2020-10-15
10899,2020-10-12
10900,2020-10-12
10901,2020-10-11
10902,2020-10-11
10903,2020-10-11
10904,2020-10-08
10905,2020-10-08
10906,2020-10-07
10907,2020-10-06
10908,2020-10-05
10909,2020-09-30
10910,2020-09-25
10911,2020-09-05
10912,2020-09-02
10913,2020-08-22
10914,2020-08-03
10915,2020-08-01
10916,2020-07-31
10917,2020-07-31
10918,2020-07-20
10919,2020-06-27
10920,2020-06-27
10921,2020-06-24
10922,2020-06-21
10923,2020-06-20
10924,2020-06-19
10925,2020-06-19
10926,2020-06-06
10927,2020-06-01
10928,2020-05-23
10929,2020-05-21
10930,2020-05-19
10931,2020-05-19
10932,2020-05-18
10933,2020-05-18
10934,2020-05-16
10935,2020-05-14
10936,2020-04-20
10937,2020-04-20
10938,2020-04-18
10939,2020-04-18
10940,2020-04-15
10941,2019-07-25
10942,2021-09-28
10943,2021-09-28
10944,2021-09-25
10945,2021-09-25
10946,2021-09-20
10947,2021-09-13
10948,2021-09-13
10949,2021-09-12
10950,2021-09-09
10951,2021-09-07
10952,2021-09-06
10953,2021-09-04
10954,2021-09-03
10955,2021-09-01
10956,2021-08-27
10957,2021-08-27
10958,2021-08-24
10959,2021-08-21
10960,2021-08-19
10961,2021-08-19
10962,2021-08-18
10963,2021-08-13
10964,2021-08-09
10965,2021-08-07
10966,2021-08-06
10967,2021-08-06
10968,2021-08-06
10969,2021-08-06
10970,2021-08-04
10971,2021-07-30
10972,2021-07-30
10973,2021-07-29
10974,2021-07-26
10975,2021-07-26
10976,2021-07-23
10977,2021-07-22
10978,2021-07-22
10979,2021-07-21
10980,2021-07-18
10981,2021-07-10
10982,2021-07-06
10983,2021-07-06
10984,2021-07-06
10985,2021-07-06
10986,2021-07-03
10987,2021-07-03
10988,2021-07-03
10989,2021-07-01
10990,2021-07-01
10991,2021-06-29
10992,2021-06-25
10993,2021-06-24
10994,2021-06-22
10995,2021-06-21
10996,2021-06-20
10997,2021-06-18
10998,2021-06-17
10999,2021-06-14
11000,2021-05-29
11001,2021-05-20
11002,2021-05-19
11003,2021-05-18
11004,2021-05-18
11005,2021-05-17
11006,2021-05-06
11007,2021-05-04
11008,2021-04-26
11009,2021-04-12
11010,2021-04-09
11011,2021-04-02
11012,2021-04-02
11013,2021-03-29
11014,2021-03-23
11015,2021-03-23
11016,2021-03-20
11017,2021-03-17
11018,2021-03-15
11019,2021-02-26
11020,2021-02-20
11021,2021-02-20
11022,2021-02-17
11023,2021-02-09
11024,2021-02-06
11025,2021-02-04
11026,2021-01-22
11027,2021-01-16
11028,2021-01-15
11029,2021-01-15
11030,2021-01-07
11031,2021-01-02
11032,2020-12-28
11033,2020-12-28
11034,2020-12-27
11035,2020-12-26
11036,2020-12-24
11037,2020-12-23
11038,2020-12-18
11039,2020-12-18
11040,2020-12-17
11041,2020-12-17
11042,2020-12-17
11043,2020-12-15
11044,2020-12-12
11045,2020-11-26
11046,2020-11-26
11047,2020-11-22
11048,2020-11-08
11049,2020-11-07
11050,2020-11-06
11051,2020-11-03
11052,2020-10-07
11053,2020-10-05
11054,2020-09-30
11055,2020-09-28
11056,2020-09-28
11057,2020-09-26
11058,2020-09-24
11059,2020-09-20
11060,2020-09-17
11061,2020-09-10
11062,2020-09-10
11063,2020-09-07
11064,2020-09-07
11065,2020-09-07
11066,2020-09-05
11067,2020-09-05
11068,2020-09-02
11069,2020-09-01
11070,2020-09-01
11071,2020-08-28
11072,2020-08-26
11073,2020-08-26
11074,2020-08-23
11075,2020-08-23
11076,2020-08-21
11077,2020-08-14
11078,2020-08-10
11079,2020-08-10
11080,2020-08-07
11081,2020-08-06
11082,2020-08-03
11083,2020-08-02
11084,2020-08-02
11085,2020-08-02
11086,2020-08-01
11087,2020-07-29
11088,2020-07-28
11089,2020-07-27
11090,2020-07-25
11091,2020-07-24
11092,2020-07-23
11093,2020-07-21
11094,2020-07-21
11095,2020-07-19
11096,2020-07-13
11097,2020-07-13
11098,2020-07-01
11099,2020-06-21
11100,2020-06-19
11101,2020-06-18
11102,2020-06-17
11103,2020-05-19
11104,2020-05-12
11105,2020-05-06
11106,2020-04-29
11107,2020-04-23
11108,2020-04-18
11109,2020-04-18
11110,2020-04-02
11111,2021-06-30
